word,pos,meaning,example,frequency,source_rank,other_spellings,source_dataset,redbook_page,redbook_index
musical,,音乐的、音调优美的,,62,1900,,exam-data/NETEMVocabulary,,
journalist,,记者,,61,1901,,exam-data/NETEMVocabulary,,
judgment,,裁判,,61,1902,,exam-data/NETEMVocabulary,,
boom,,繁荣,,61,1903,,exam-data/NETEMVocabulary,,
fairly,,公正地、相当地,,61,1904,,exam-data/NETEMVocabulary,,
stable,,稳定的,,61,1905,,exam-data/NETEMVocabulary,,
contest,,比赛,,61,1906,,exam-data/NETEMVocabulary,,
illegal,,不合法的,,61,1907,,exam-data/NETEMVocabulary,,
zone,,区域,,61,1908,,exam-data/NETEMVocabulary,,
besides,,除了之外、而且,,61,1909,,exam-data/NETEMVocabulary,,
philosophy,,哲学,,61,1910,,exam-data/NETEMVocabulary,,
modify,,修改、缓和,,61,1911,,exam-data/NETEMVocabulary,,
rural,,乡村的,,61,1912,,exam-data/NETEMVocabulary,,
god,,神、上帝,,61,1913,,exam-data/NETEMVocabulary,,
reluctant,,不情愿的、勉强的,,61,1914,,exam-data/NETEMVocabulary,,
sharp,,尖的、清晰的,,61,1915,,exam-data/NETEMVocabulary,,
adequate,,充足的,,61,1916,,exam-data/NETEMVocabulary,,
milk,,牛奶,,61,1917,,exam-data/NETEMVocabulary,,
mystery,,神秘,,61,1918,,exam-data/NETEMVocabulary,,
literacy,,读写能力,,61,1919,,exam-data/NETEMVocabulary,,
emergency,,紧急情况,,61,1920,,exam-data/NETEMVocabulary,,
bridge,,桥,,61,1921,,exam-data/NETEMVocabulary,,
grass,,草,,61,1922,,exam-data/NETEMVocabulary,,
slave,,奴隶,,60,1923,,exam-data/NETEMVocabulary,,
privilege,,特权、优先权,,60,1924,,exam-data/NETEMVocabulary,,
restore,,恢复、归还,,60,1925,,exam-data/NETEMVocabulary,,
upset,,沮丧、难过,,60,1926,,exam-data/NETEMVocabulary,,
counterpart,,同行,,60,1927,,exam-data/NETEMVocabulary,,
accelerate,,加速,,60,1928,,exam-data/NETEMVocabulary,,
era,,时代,,60,1929,,exam-data/NETEMVocabulary,,
false,,错误的,,60,1930,,exam-data/NETEMVocabulary,,
uniform,,统一的、制服,,60,1931,,exam-data/NETEMVocabulary,,
pair,,一对,,60,1932,,exam-data/NETEMVocabulary,,
profitable,,有利可图的,,60,1933,,exam-data/NETEMVocabulary,,
prison,,监狱,,60,1934,,exam-data/NETEMVocabulary,,
breath,,呼吸,,60,1935,,exam-data/NETEMVocabulary,,
barrier,,障碍,,60,1936,,exam-data/NETEMVocabulary,,
breed,,养育、繁殖,,60,1937,,exam-data/NETEMVocabulary,,
painting,,绘画,,60,1938,,exam-data/NETEMVocabulary,,
segment,,段,,59,1939,,exam-data/NETEMVocabulary,,
dam,,水坝,,59,1940,,exam-data/NETEMVocabulary,,
infrastructure,,基础设施,,59,1941,,exam-data/NETEMVocabulary,,
landscape,,风景,,59,1942,,exam-data/NETEMVocabulary,,
assist,,援助,,59,1943,,exam-data/NETEMVocabulary,,
crucial,,决定性的,,59,1944,,exam-data/NETEMVocabulary,,
fan,,粉丝、扇子,,59,1945,,exam-data/NETEMVocabulary,,
rock,,岩石、震动,,59,1946,,exam-data/NETEMVocabulary,,
devote,,奉献,,59,1947,,exam-data/NETEMVocabulary,,
permanent,,永恒的,,59,1948,,exam-data/NETEMVocabulary,,
broadcast,,广播,,59,1949,,exam-data/NETEMVocabulary,,
desk,,桌子,,59,1950,,exam-data/NETEMVocabulary,,
greenhouse,,温室,,59,1951,,exam-data/NETEMVocabulary,,
visual,,看的,,59,1952,,exam-data/NETEMVocabulary,,
electric,,电的,,59,1953,,exam-data/NETEMVocabulary,,
luxury,,奢侈、奢侈品,,59,1954,,exam-data/NETEMVocabulary,,
tall,,高,,59,1955,,exam-data/NETEMVocabulary,,
entrance,,入口,,59,1956,,exam-data/NETEMVocabulary,,
snack,,点心、易办到的事,,59,1957,,exam-data/NETEMVocabulary,,
rat,,老鼠、卑鄙的人,,58,1958,,exam-data/NETEMVocabulary,,
channel,,频道、隧道,,58,1959,,exam-data/NETEMVocabulary,,
reply,,回复,,58,1960,,exam-data/NETEMVocabulary,,
virtue,,美德、优点,,58,1961,,exam-data/NETEMVocabulary,,
injury,,损伤,,58,1962,,exam-data/NETEMVocabulary,,
remind,,提醒,,58,1963,,exam-data/NETEMVocabulary,,
trait,,特征,,58,1964,,exam-data/NETEMVocabulary,,
counter,,柜台,,58,1965,,exam-data/NETEMVocabulary,,
evaluate,,评估,,58,1966,,exam-data/NETEMVocabulary,,
sacrifice,,牺牲,,58,1967,,exam-data/NETEMVocabulary,,
tone,,音调、腔调,,58,1968,,exam-data/NETEMVocabulary,,
minor,,较小的、较少的,,58,1969,,exam-data/NETEMVocabulary,,
stuff,,东西、材料、填满,,58,1970,,exam-data/NETEMVocabulary,,
sum,,总和,,58,1971,,exam-data/NETEMVocabulary,,
cheat,,作弊、欺骗,,58,1972,,exam-data/NETEMVocabulary,,
injure,,使受伤、损害,,58,1973,,exam-data/NETEMVocabulary,,
superior,,优良的、较……多的,,58,1974,,exam-data/NETEMVocabulary,,
tackle,,处理、应付,,58,1975,,exam-data/NETEMVocabulary,,
maximum,,最大的,,58,1976,,exam-data/NETEMVocabulary,,
tuition,,学费、教学,,58,1977,,exam-data/NETEMVocabulary,,
appointment,,预约、任命、职位,,58,1978,,exam-data/NETEMVocabulary,,
ingredient,,成分,,58,1979,,exam-data/NETEMVocabulary,,
spare,,空闲的,,58,1980,,exam-data/NETEMVocabulary,,
tour,,旅行,,58,1981,,exam-data/NETEMVocabulary,,
steel,,钢,,58,1982,,exam-data/NETEMVocabulary,,
beneath,,在…之下,,58,1983,,exam-data/NETEMVocabulary,,
discount,,折扣,,58,1984,,exam-data/NETEMVocabulary,,
trace,,痕迹、微量,,57,1985,,exam-data/NETEMVocabulary,,
unfortunately,,不幸地,,57,1986,,exam-data/NETEMVocabulary,,
laboratory,,实验室,,57,1987,,exam-data/NETEMVocabulary,,
belt,,皮带、地带,,57,1988,,exam-data/NETEMVocabulary,,
march,,行进,,57,1989,,exam-data/NETEMVocabulary,,
tendency,,趋势,,57,1990,,exam-data/NETEMVocabulary,,
accomplish,,完成,,57,1991,,exam-data/NETEMVocabulary,,
ruin,,毁灭,,57,1992,,exam-data/NETEMVocabulary,,
entertain,,娱乐,,57,1993,,exam-data/NETEMVocabulary,,
hall,,大厅,,57,1994,,exam-data/NETEMVocabulary,,
regret,,遗憾、后悔,,57,1995,,exam-data/NETEMVocabulary,,
furniture,,家具,,57,1996,,exam-data/NETEMVocabulary,,
ride,,骑,,57,1997,,exam-data/NETEMVocabulary,,
terrible,,很糟的、可怕的,,57,1998,,exam-data/NETEMVocabulary,,
coast,,海岸、沿岸航行,,57,1999,,exam-data/NETEMVocabulary,,
camera,,照相机,,57,2000,,exam-data/NETEMVocabulary,,
obstacle,,障碍,,57,2001,,exam-data/NETEMVocabulary,,
finger,,手指,,57,2002,,exam-data/NETEMVocabulary,,
interval,,间隔、休息,,57,2003,,exam-data/NETEMVocabulary,,
constitute,,组成、建立,,56,2004,,exam-data/NETEMVocabulary,,
northern,,北方的,,56,2005,,exam-data/NETEMVocabulary,,
aggressive,,好斗的、有侵略性的,,56,2006,,exam-data/NETEMVocabulary,,
influential,,有影响的、权势的,,56,2007,,exam-data/NETEMVocabulary,,
radical,,根本的、彻底的,,56,2008,,exam-data/NETEMVocabulary,,
abuse,,滥用、虐待,,56,2009,,exam-data/NETEMVocabulary,,
southern,,南方的,,56,2010,,exam-data/NETEMVocabulary,,
elementary,,初等的、简单的,,56,2011,,exam-data/NETEMVocabulary,,
motor,,发动机,,56,2012,,exam-data/NETEMVocabulary,,
reporter,,报告人,,56,2013,,exam-data/NETEMVocabulary,,
commerce,,商业、交易,,56,2014,,exam-data/NETEMVocabulary,,
strain,,使紧张、拉紧,,56,2015,,exam-data/NETEMVocabulary,,
resolve,,解决、决定,,56,2016,,exam-data/NETEMVocabulary,,
thrive,,繁荣,,56,2017,,exam-data/NETEMVocabulary,,
excuse,,借口,,56,2018,,exam-data/NETEMVocabulary,,
profound,,深刻的,,56,2019,,exam-data/NETEMVocabulary,,
soldier,,士兵,,56,2020,,exam-data/NETEMVocabulary,,
valid,,合理的,,56,2021,,exam-data/NETEMVocabulary,,
wood,,木头、森林,,56,2022,,exam-data/NETEMVocabulary,,
embrace,,拥抱、接受,,56,2023,,exam-data/NETEMVocabulary,,
lucky,,幸运的,,56,2024,,exam-data/NETEMVocabulary,,
tiny,,极小的,,56,2025,,exam-data/NETEMVocabulary,,
breathe,,呼吸,,56,2026,,exam-data/NETEMVocabulary,,
prime,,最初的、首要的,,56,2027,,exam-data/NETEMVocabulary,,
camp,,营地,,56,2028,,exam-data/NETEMVocabulary,,
flower,,花朵,,56,2029,,exam-data/NETEMVocabulary,,
flood,,洪水、涌进,,56,2030,,exam-data/NETEMVocabulary,,
village,,村,,56,2031,,exam-data/NETEMVocabulary,,
destruction,,破坏,,56,2032,,exam-data/NETEMVocabulary,,
bond,,纽带,,56,2033,,exam-data/NETEMVocabulary,,
weapon,,武器,,56,2034,,exam-data/NETEMVocabulary,,
salt,,盐、腌,,56,2035,,exam-data/NETEMVocabulary,,
dioxide,,二氧化物,,55,2036,,exam-data/NETEMVocabulary,,
gamble,,赌博、投机,,55,2037,,exam-data/NETEMVocabulary,,
conservative,,保守,,55,2038,,exam-data/NETEMVocabulary,,
panel,,面板,,55,2039,,exam-data/NETEMVocabulary,,
prejudice,,偏见、损害,,55,2040,,exam-data/NETEMVocabulary,,
honor,,荣耀,,55,2041,honour,exam-data/NETEMVocabulary,,
vitamin,,维生素,,55,2042,,exam-data/NETEMVocabulary,,
transaction,,交易、业务,,55,2043,,exam-data/NETEMVocabulary,,
relief,,如释重负,,55,2044,,exam-data/NETEMVocabulary,,
civil,,公民的,,55,2045,,exam-data/NETEMVocabulary,,
mirror,,镜子,,55,2046,,exam-data/NETEMVocabulary,,
costly,,昂贵的,,55,2047,,exam-data/NETEMVocabulary,,
plus,,加上、正的,,55,2048,,exam-data/NETEMVocabulary,,
chip,,薯片、芯片,,55,2049,,exam-data/NETEMVocabulary,,
insert,,插入,,55,2050,,exam-data/NETEMVocabulary,,
boat,,船,,55,2051,,exam-data/NETEMVocabulary,,
quote,,引用,,54,2052,,exam-data/NETEMVocabulary,,
chairman,,主席,,54,2053,,exam-data/NETEMVocabulary,,
latter,,后者,,54,2054,,exam-data/NETEMVocabulary,,
trap,,困住,,54,2055,,exam-data/NETEMVocabulary,,
bias,,偏见、偏重,,54,2056,,exam-data/NETEMVocabulary,,
photograph,,照片,,54,2057,,exam-data/NETEMVocabulary,,
rival,,竞争,,54,2058,,exam-data/NETEMVocabulary,,
disorder,,混乱、骚乱,,54,2059,,exam-data/NETEMVocabulary,,
blind,,失明的,,54,2060,,exam-data/NETEMVocabulary,,
onto,,在上面、到上面,,54,2061,,exam-data/NETEMVocabulary,,
proud,,骄傲,,54,2062,,exam-data/NETEMVocabulary,,
relieve,,缓解、救济,,54,2063,,exam-data/NETEMVocabulary,,
tobacco,,烟草,,54,2064,,exam-data/NETEMVocabulary,,
construct,,建造、创立,,54,2065,,exam-data/NETEMVocabulary,,
encounter,,偶遇,,54,2066,,exam-data/NETEMVocabulary,,
overwhelm,,征服,,54,2067,,exam-data/NETEMVocabulary,,
sponsor,,赞助、资助,,54,2068,,exam-data/NETEMVocabulary,,
truck,,卡车,,54,2069,,exam-data/NETEMVocabulary,,
equip,,装备,,54,2070,,exam-data/NETEMVocabulary,,
initial,,起初的,,54,2071,,exam-data/NETEMVocabulary,,
favorite,,最爱的,,54,2072,favourite,exam-data/NETEMVocabulary,,
instant,,时刻、立刻,,54,2073,,exam-data/NETEMVocabulary,,
minimum,,最低的,,54,2074,,exam-data/NETEMVocabulary,,
neighbor,,邻居,,54,2075,neighbour,exam-data/NETEMVocabulary,,
neighborhood,,小区、社区,,54,2076,neighbourhood,exam-data/NETEMVocabulary,,
principal,,最重要的、负责人,,54,2077,,exam-data/NETEMVocabulary,,
proof,,证据,,54,2078,,exam-data/NETEMVocabulary,,
file,,文件,,54,2079,,exam-data/NETEMVocabulary,,
investigate,,调查,,54,2080,,exam-data/NETEMVocabulary,,
package,,包裹,,54,2081,,exam-data/NETEMVocabulary,,
genuine,,真的、真诚的,,54,2082,,exam-data/NETEMVocabulary,,
concert,,音乐会,,54,2083,,exam-data/NETEMVocabulary,,
helicopter,,直升机,,53,2084,,exam-data/NETEMVocabulary,,
amateur,,业余爱好者、外行,,53,2085,,exam-data/NETEMVocabulary,,
exception,,例外,,53,2086,,exam-data/NETEMVocabulary,,
incident,,事件,,53,2087,,exam-data/NETEMVocabulary,,
permit,,允许,,53,2088,,exam-data/NETEMVocabulary,,
core,,核心,,53,2089,,exam-data/NETEMVocabulary,,
unexpected,,想不到的,,53,2090,,exam-data/NETEMVocabulary,,
barely,,几乎不,,53,2091,,exam-data/NETEMVocabulary,,
anywhere,,在任何地方,,53,2092,,exam-data/NETEMVocabulary,,
fellow,,同事、同辈,,53,2093,,exam-data/NETEMVocabulary,,
found,,创立、建立,,53,2094,,exam-data/NETEMVocabulary,,
occupation,,占领、职业,,53,2095,,exam-data/NETEMVocabulary,,
opponent,,对手,,53,2096,,exam-data/NETEMVocabulary,,
army,,军队、陆军,,53,2097,,exam-data/NETEMVocabulary,,
delivery,,递送、分娩,,53,2098,,exam-data/NETEMVocabulary,,
stretch,,伸展、延伸,,53,2099,,exam-data/NETEMVocabulary,,
alert,,警报,,53,2100,,exam-data/NETEMVocabulary,,
keen,,热忱的,,53,2101,,exam-data/NETEMVocabulary,,
theft,,偷窃,,53,2102,,exam-data/NETEMVocabulary,,
ethnic,,民族的,,53,2103,,exam-data/NETEMVocabulary,,
historian,,历史学家,,52,2104,,exam-data/NETEMVocabulary,,
supreme,,最高的、最优的,,52,2105,,exam-data/NETEMVocabulary,,
restrict,,限制,,52,2106,,exam-data/NETEMVocabulary,,
democratic,,民主的,,52,2107,,exam-data/NETEMVocabulary,,
compensate,,补偿,,52,2108,,exam-data/NETEMVocabulary,,
thin,,薄的、稀薄的,,52,2109,,exam-data/NETEMVocabulary,,
anxious,,焦虑的,,52,2110,,exam-data/NETEMVocabulary,,
admire,,钦佩、羡慕、欣赏,,52,2111,,exam-data/NETEMVocabulary,,
guard,,保卫,,52,2112,,exam-data/NETEMVocabulary,,
intention,,意图、打算,,52,2113,,exam-data/NETEMVocabulary,,
lean,,倾斜、倚靠、瘦的,,52,2114,,exam-data/NETEMVocabulary,,
generous,,慷慨的,,52,2115,,exam-data/NETEMVocabulary,,
honest,,诚实的,,52,2116,,exam-data/NETEMVocabulary,,
shoulder,,肩膀,,52,2117,,exam-data/NETEMVocabulary,,
inner,,内部的、内心的,,52,2118,,exam-data/NETEMVocabulary,,
resist,,抵挡、抵抗,,52,2119,,exam-data/NETEMVocabulary,,
sky,,天空,,52,2120,,exam-data/NETEMVocabulary,,
artistic,,艺术的,,52,2121,,exam-data/NETEMVocabulary,,
marine,,海的、船舶的,,52,2122,,exam-data/NETEMVocabulary,,
sensible,,明智的,,52,2123,,exam-data/NETEMVocabulary,,
legislation,,立法,,51,2124,,exam-data/NETEMVocabulary,,
owe,,欠、归因于,,51,2125,,exam-data/NETEMVocabulary,,
theatre,,电影院、戏剧,,51,2126,theater,exam-data/NETEMVocabulary,,
controversy,,争论,,51,2127,,exam-data/NETEMVocabulary,,
venture,,冒险、敢于,,51,2128,,exam-data/NETEMVocabulary,,
ray,,光线、射线,,51,2129,,exam-data/NETEMVocabulary,,
frequent,,常常,,51,2130,,exam-data/NETEMVocabulary,,
modest,,谦虚的,,51,2131,,exam-data/NETEMVocabulary,,
personnel,,员工、人事部门,,51,2132,,exam-data/NETEMVocabulary,,
collapse,,倒塌,,51,2133,,exam-data/NETEMVocabulary,,
angry,,生气的,,51,2134,,exam-data/NETEMVocabulary,,
extensive,,广泛的,,51,2135,,exam-data/NETEMVocabulary,,
resort,,度假村、被迫采取,,51,2136,,exam-data/NETEMVocabulary,,
assistance,,帮助,,51,2137,,exam-data/NETEMVocabulary,,
insect,,昆虫,,51,2138,,exam-data/NETEMVocabulary,,
insight,,洞察力,,51,2139,,exam-data/NETEMVocabulary,,
metal,,金属,,51,2140,,exam-data/NETEMVocabulary,,
nearby,,附近的,,51,2141,,exam-data/NETEMVocabulary,,
exciting,,令人兴奋的,,51,2142,,exam-data/NETEMVocabulary,,
freeze,,冻结,,51,2143,,exam-data/NETEMVocabulary,,
lake,,湖,,51,2144,,exam-data/NETEMVocabulary,,
flat,,水平的、公寓,,51,2145,,exam-data/NETEMVocabulary,,
lend,,借出,,51,2146,,exam-data/NETEMVocabulary,,
consult,,咨询,,51,2147,,exam-data/NETEMVocabulary,,
interrupt,,中断、打断,,51,2148,,exam-data/NETEMVocabulary,,
dictation,,听写,,51,2149,,exam-data/NETEMVocabulary,,
shall,,将要,,50,2150,,exam-data/NETEMVocabulary,,
delight,,高兴,,50,2151,,exam-data/NETEMVocabulary,,
genius,,天才,,50,2152,,exam-data/NETEMVocabulary,,
distant,,远的,,50,2153,,exam-data/NETEMVocabulary,,
diverse,,多种多样的,,50,2154,,exam-data/NETEMVocabulary,,
fortune,,命运、财产,,50,2155,,exam-data/NETEMVocabulary,,
victory,,胜利,,50,2156,,exam-data/NETEMVocabulary,,
feedback,,反馈,,50,2157,,exam-data/NETEMVocabulary,,
arouse,,唤醒、激发,,50,2158,,exam-data/NETEMVocabulary,,
sad,,悲伤的,,50,2159,,exam-data/NETEMVocabulary,,
theme,,主题,,50,2160,,exam-data/NETEMVocabulary,,
square,,正方形,,50,2161,,exam-data/NETEMVocabulary,,
defense,,防卫,,50,2162,defence,exam-data/NETEMVocabulary,,
facilitate,,促进,,50,2163,,exam-data/NETEMVocabulary,,
soft,,软的,,50,2164,,exam-data/NETEMVocabulary,,
combination,,结合,,50,2165,,exam-data/NETEMVocabulary,,
shake,,摇,,50,2166,,exam-data/NETEMVocabulary,,
sophisticated,,世故的、复杂的,,50,2167,,exam-data/NETEMVocabulary,,
monkey,,猴子,,49,2168,,exam-data/NETEMVocabulary,,
database,,数据库,,49,2169,,exam-data/NETEMVocabulary,,
convention,,习俗、会议,,49,2170,,exam-data/NETEMVocabulary,,
enterprise,,企业、事业,,49,2171,enterprize,exam-data/NETEMVocabulary,,
temporary,,临时的,,49,2172,,exam-data/NETEMVocabulary,,
dependent,,依靠的、取决于……的,,49,2173,,exam-data/NETEMVocabulary,,
wise,,有智慧的、英明的,,49,2174,wize,exam-data/NETEMVocabulary,,
remarkable,,值得注意的,,49,2175,,exam-data/NETEMVocabulary,,
horse,,马,,49,2176,,exam-data/NETEMVocabulary,,
quantity,,数量、数额,,49,2177,,exam-data/NETEMVocabulary,,
fatal,,致命的、宿命的,,49,2178,,exam-data/NETEMVocabulary,,
lobby,,游说、门廊,,49,2179,,exam-data/NETEMVocabulary,,
calm,,冷静、镇定,,49,2180,,exam-data/NETEMVocabulary,,
contemporary,,同时代的、现代的,,49,2181,,exam-data/NETEMVocabulary,,
prevail,,流行、占优势,,49,2182,,exam-data/NETEMVocabulary,,
trick,,诡计、技巧,,49,2183,,exam-data/NETEMVocabulary,,
cautious,,谨慎的,,49,2184,,exam-data/NETEMVocabulary,,
convert,,转变,,49,2185,,exam-data/NETEMVocabulary,,
curious,,好奇的,,49,2186,,exam-data/NETEMVocabulary,,
bury,,埋,,49,2187,,exam-data/NETEMVocabulary,,
drought,,旱灾,,49,2188,,exam-data/NETEMVocabulary,,
pool,,池塘,,49,2189,,exam-data/NETEMVocabulary,,
assure,,使确信、担保,,49,2190,,exam-data/NETEMVocabulary,,
edition,,版本,,49,2191,,exam-data/NETEMVocabulary,,
induce,,引诱、引起,,49,2192,,exam-data/NETEMVocabulary,,
portion,,部分,,49,2193,,exam-data/NETEMVocabulary,,
classmate,,同学,,49,2194,,exam-data/NETEMVocabulary,,
grand,,宏伟的,,49,2195,,exam-data/NETEMVocabulary,,
shed,,脱去、棚,,49,2196,,exam-data/NETEMVocabulary,,
pride,,自豪、自满,,48,2197,,exam-data/NETEMVocabulary,,
soccer,,足球,,48,2198,,exam-data/NETEMVocabulary,,
sympathy,,同情,,48,2199,,exam-data/NETEMVocabulary,,
mechanism,,机制、方法,,48,2200,,exam-data/NETEMVocabulary,,
ownership,,所有,,48,2201,,exam-data/NETEMVocabulary,,
originate,,发源、开创,,48,2202,,exam-data/NETEMVocabulary,,
aircraft,,航空器,,48,2203,,exam-data/NETEMVocabulary,,
ethic,,伦理,,48,2204,,exam-data/NETEMVocabulary,,
external,,外部的,,48,2205,,exam-data/NETEMVocabulary,,
universal,,普遍的、宇宙的,,48,2206,,exam-data/NETEMVocabulary,,
react,,反应,,48,2207,,exam-data/NETEMVocabulary,,
representative,,代表、有代表性的,,48,2208,,exam-data/NETEMVocabulary,,
substantial,,大量的,,48,2209,,exam-data/NETEMVocabulary,,
qualification,,资格,,48,2210,,exam-data/NETEMVocabulary,,
retain,,保留,,48,2211,,exam-data/NETEMVocabulary,,
mouth,,嘴,,48,2212,,exam-data/NETEMVocabulary,,
poll,,投票,,48,2213,,exam-data/NETEMVocabulary,,
via,,经过,,48,2214,,exam-data/NETEMVocabulary,,
myth,,神话,,48,2215,,exam-data/NETEMVocabulary,,
stability,,稳定,,48,2216,,exam-data/NETEMVocabulary,,
taxi,,出租车,,48,2217,,exam-data/NETEMVocabulary,,
slip,,滑,,48,2218,,exam-data/NETEMVocabulary,,
pocket,,口袋,,48,2219,,exam-data/NETEMVocabulary,,
fossil,,化石,,48,2220,,exam-data/NETEMVocabulary,,
lady,,女士,,48,2221,,exam-data/NETEMVocabulary,,
roll,,滚动、卷,,48,2222,,exam-data/NETEMVocabulary,,
forum,,论坛,,48,2223,,exam-data/NETEMVocabulary,,
preparation,,准备,,48,2224,,exam-data/NETEMVocabulary,,
luck,,运气、好运,,48,2225,,exam-data/NETEMVocabulary,,
scholarship,,奖学金、学问,,48,2226,,exam-data/NETEMVocabulary,,
rail,,栏杆、铁轨,,47,2227,,exam-data/NETEMVocabulary,,
dean,,院长、主任,,47,2228,,exam-data/NETEMVocabulary,,
overlook,,俯瞰、忽略,,47,2229,,exam-data/NETEMVocabulary,,
defend,,保卫、防守,,47,2230,,exam-data/NETEMVocabulary,,
dismiss,,解散,,47,2231,,exam-data/NETEMVocabulary,,
reinforce,,加强,,47,2232,,exam-data/NETEMVocabulary,,
bother,,打扰,,47,2233,,exam-data/NETEMVocabulary,,
overcome,,克服,,47,2234,,exam-data/NETEMVocabulary,,
academy,,学院,,47,2235,,exam-data/NETEMVocabulary,,
supermarket,,超级市场,,47,2236,,exam-data/NETEMVocabulary,,
ambitious,,有雄心的、艰巨的,,47,2237,,exam-data/NETEMVocabulary,,
roof,,屋顶,,47,2238,,exam-data/NETEMVocabulary,,
thief,,小偷,,47,2239,,exam-data/NETEMVocabulary,,
accumulate,,积累,,47,2240,,exam-data/NETEMVocabulary,,
