word,pos,meaning,example,frequency,source_rank,other_spellings,source_dataset
accompany,,陪伴、为……伴奏,,46,2275,,exam-data/NETEMVocabulary
lock,,锁,,46,2276,,exam-data/NETEMVocabulary
jury,,陪审团,,45,2277,,exam-data/NETEMVocabulary
humor,,幽默、诙谐,,45,2278,humour,exam-data/NETEMVocabulary
desirable,,称心的、可取的,,45,2279,,exam-data/NETEMVocabulary
motion,,动、提议,,45,2280,,exam-data/NETEMVocabulary
storage,,储存、库房,,45,2281,,exam-data/NETEMVocabulary
commodity,,商品,,45,2282,,exam-data/NETEMVocabulary
negotiate,,谈判、协商,,45,2283,,exam-data/NETEMVocabulary
compromise,,妥协,,45,2284,compromize,exam-data/NETEMVocabulary
endure,,忍受、持久,,45,2285,,exam-data/NETEMVocabulary
immune,,免疫,,45,2286,,exam-data/NETEMVocabulary
pleasant,,愉快的,,45,2287,,exam-data/NETEMVocabulary
celebrate,,庆祝,,45,2288,,exam-data/NETEMVocabulary
command,,命令,,45,2289,,exam-data/NETEMVocabulary
span,,跨度,,45,2290,,exam-data/NETEMVocabulary
norm,,规范,,45,2291,,exam-data/NETEMVocabulary
hazard,,危险,,45,2292,,exam-data/NETEMVocabulary
joint,,共同的、关节,,45,2293,,exam-data/NETEMVocabulary
clerk,,职员,,45,2294,,exam-data/NETEMVocabulary
arrest,,逮捕,,45,2295,,exam-data/NETEMVocabulary
dictionary,,词典,,45,2296,,exam-data/NETEMVocabulary
hate,,讨厌,,45,2297,,exam-data/NETEMVocabulary
magic,,魔法,,45,2298,,exam-data/NETEMVocabulary
numerous,,许多的,,45,2299,,exam-data/NETEMVocabulary
shoot,,射击,,45,2300,,exam-data/NETEMVocabulary
song,,歌曲,,45,2301,,exam-data/NETEMVocabulary
knit,,编织、针织,,45,2302,,exam-data/NETEMVocabulary
reading,,读物、读数,,45,2303,,exam-data/NETEMVocabulary
philosopher,,哲学家,,44,2304,,exam-data/NETEMVocabulary
stranger,,陌生人,,44,2305,,exam-data/NETEMVocabulary
obscure,,不为人知、晦涩难懂,,44,2306,,exam-data/NETEMVocabulary
faith,,信心、信仰,,44,2307,,exam-data/NETEMVocabulary
shock,,震惊,,44,2308,,exam-data/NETEMVocabulary
strive,,努力、斗争,,44,2309,,exam-data/NETEMVocabulary
grasp,,抓住,,44,2310,,exam-data/NETEMVocabulary
passion,,热情,,44,2311,,exam-data/NETEMVocabulary
settlement,,解决、移民地,,44,2312,,exam-data/NETEMVocabulary
sudden,,突然的,,44,2313,,exam-data/NETEMVocabulary
biology,,生物学,,44,2314,,exam-data/NETEMVocabulary
parliament,,原谅、国会,,44,2315,,exam-data/NETEMVocabulary
map,,地图,,44,2316,,exam-data/NETEMVocabulary
penalty,,处罚,,44,2317,,exam-data/NETEMVocabulary
tooth,,牙齿,,44,2318,,exam-data/NETEMVocabulary
yesterday,,昨天,,44,2319,,exam-data/NETEMVocabulary
distract,,使转向、使分心,,44,2320,,exam-data/NETEMVocabulary
enemy,,敌人,,44,2321,,exam-data/NETEMVocabulary
abstract,,抽象的、摘要,,44,2322,,exam-data/NETEMVocabulary
automobile,,汽车,,44,2323,,exam-data/NETEMVocabulary
hungry,,饥饿的,,44,2324,,exam-data/NETEMVocabulary
motivate,,激发,,44,2325,,exam-data/NETEMVocabulary
possession,,所有物、财产,,44,2326,,exam-data/NETEMVocabulary
rescue,,拯救,,44,2327,,exam-data/NETEMVocabulary
calculate,,计算,,44,2328,,exam-data/NETEMVocabulary
lane,,小路、泳道,,44,2329,,exam-data/NETEMVocabulary
lift,,提起,,44,2330,,exam-data/NETEMVocabulary
assembly,,集合、装配,,44,2331,,exam-data/NETEMVocabulary
rid,,摆脱,,44,2332,,exam-data/NETEMVocabulary
upper,,上面的、较高的,,44,2333,,exam-data/NETEMVocabulary
pet,,宠物,,44,2334,,exam-data/NETEMVocabulary
dish,,碟子,,44,2335,,exam-data/NETEMVocabulary
chart,,图表,,43,2336,,exam-data/NETEMVocabulary
arrival,,到达,,43,2337,,exam-data/NETEMVocabulary
kingdom,,王国,,43,2338,,exam-data/NETEMVocabulary
compose,,组成、作曲、撰写,,43,2339,,exam-data/NETEMVocabulary
readily,,快捷地、乐意地,,43,2340,,exam-data/NETEMVocabulary
cloud,,云,,43,2341,,exam-data/NETEMVocabulary
interfere,,妨碍、介入,,43,2342,,exam-data/NETEMVocabulary
poet,,诗人,,43,2343,,exam-data/NETEMVocabulary
soul,,精神、灵魂,,43,2344,,exam-data/NETEMVocabulary
alive,,活着的,,43,2345,,exam-data/NETEMVocabulary
exert,,用、运用,,43,2346,,exam-data/NETEMVocabulary
pioneer,,先驱,,43,2347,,exam-data/NETEMVocabulary
punish,,惩罚,,43,2348,,exam-data/NETEMVocabulary
alike,,与…相似,,43,2349,,exam-data/NETEMVocabulary
interference,,干涉,,43,2350,,exam-data/NETEMVocabulary
plain,,平的、朴素的,,43,2351,,exam-data/NETEMVocabulary
anger,,怒气、使发怒,,43,2352,,exam-data/NETEMVocabulary
tiger,,老虎,,43,2353,,exam-data/NETEMVocabulary
menu,,菜单,,43,2354,,exam-data/NETEMVocabulary
pilot,,飞行员,,43,2355,,exam-data/NETEMVocabulary
violent,,暴力的,,43,2356,,exam-data/NETEMVocabulary
bore,,使厌烦、钻孔,,43,2357,,exam-data/NETEMVocabulary
update,,更新,,43,2358,,exam-data/NETEMVocabulary
cream,,奶油,,43,2359,,exam-data/NETEMVocabulary
ton,,吨、大量,,43,2360,,exam-data/NETEMVocabulary
bomb,,炸弹,,43,2361,,exam-data/NETEMVocabulary
soda,,苏打,,43,2362,,exam-data/NETEMVocabulary
random,,随机的,,42,2363,,exam-data/NETEMVocabulary
output,,产量、输出,,42,2364,,exam-data/NETEMVocabulary
prolong,,延长,,42,2365,,exam-data/NETEMVocabulary
approval,,赞成,,42,2366,,exam-data/NETEMVocabulary
extension,,延伸,,42,2367,,exam-data/NETEMVocabulary
surgery,,外科手术,,42,2368,,exam-data/NETEMVocabulary
shut,,关上,,42,2369,,exam-data/NETEMVocabulary
ring,,响起,,42,2370,,exam-data/NETEMVocabulary
platform,,平台,,42,2371,,exam-data/NETEMVocabulary
enforce,,强迫,,42,2372,,exam-data/NETEMVocabulary
battery,,电池,,42,2373,,exam-data/NETEMVocabulary
convenience,,便利,,42,2374,,exam-data/NETEMVocabulary
silicon,,硅,,42,2375,,exam-data/NETEMVocabulary
impress,,留下印象,,42,2376,,exam-data/NETEMVocabulary
hunger,,饥饿、渴望,,42,2377,,exam-data/NETEMVocabulary
rice,,稻、大米,,42,2378,,exam-data/NETEMVocabulary
tragedy,,悲剧,,42,2379,,exam-data/NETEMVocabulary
policeman,,警察,,42,2380,,exam-data/NETEMVocabulary
fatigue,,疲劳,,42,2381,,exam-data/NETEMVocabulary
wheat,,小麦,,42,2382,,exam-data/NETEMVocabulary
formation,,形成,,41,2383,,exam-data/NETEMVocabulary
draft,,草稿、起草,,41,2384,draught,exam-data/NETEMVocabulary
dominant,,支配的,,41,2385,,exam-data/NETEMVocabulary
verb,,动词,,41,2386,,exam-data/NETEMVocabulary
epidemic,,流行性的、流行病,,41,2387,,exam-data/NETEMVocabulary
impulse,,冲动,,41,2388,,exam-data/NETEMVocabulary
shelter,,庇护所,,41,2389,,exam-data/NETEMVocabulary
subtle,,微妙的、细微的,,41,2390,,exam-data/NETEMVocabulary
forth,,向前、离开、产生、拿出,,41,2391,,exam-data/NETEMVocabulary
oblige,,强迫,,41,2392,,exam-data/NETEMVocabulary
spouse,,配偶,,41,2393,,exam-data/NETEMVocabulary
tension,,张力、紧张,,41,2394,,exam-data/NETEMVocabulary
bargain,,廉价货、交易,,41,2395,,exam-data/NETEMVocabulary
chicken,,小鸡,,41,2396,,exam-data/NETEMVocabulary
comprehensive,,广泛的、全部的,,41,2397,,exam-data/NETEMVocabulary
limitation,,限制,,41,2398,,exam-data/NETEMVocabulary
weekly,,每周的、周刊,,41,2399,,exam-data/NETEMVocabulary
foster,,培养、培育,,41,2400,,exam-data/NETEMVocabulary
nutrition,,营养,,41,2401,,exam-data/NETEMVocabulary
suburb,,市郊,,41,2402,,exam-data/NETEMVocabulary
foreigner,,外国人,,41,2403,,exam-data/NETEMVocabulary
boundary,,界限,,41,2404,,exam-data/NETEMVocabulary
conform,,符合、遵照,,41,2405,,exam-data/NETEMVocabulary
exploit,,开发、利用,,41,2406,,exam-data/NETEMVocabulary
gesture,,手势、姿态,,41,2407,,exam-data/NETEMVocabulary
obligation,,义务,,41,2408,,exam-data/NETEMVocabulary
sweet,,甜的,,41,2409,,exam-data/NETEMVocabulary
absent,,不在场的、漫不经心的,,41,2410,,exam-data/NETEMVocabulary
deficit,,赤字,,41,2411,,exam-data/NETEMVocabulary
mode,,模式、状态,,40,2412,,exam-data/NETEMVocabulary
crude,,粗鲁的、简陋的,,40,2413,,exam-data/NETEMVocabulary
mechanical,,机械的,,40,2414,,exam-data/NETEMVocabulary
govern,,统治、决定,,40,2415,,exam-data/NETEMVocabulary
evident,,明显的,,40,2416,,exam-data/NETEMVocabulary
explosion,,爆炸,,40,2417,,exam-data/NETEMVocabulary
render,,使得、给予,,40,2418,,exam-data/NETEMVocabulary
layer,,层,,40,2419,,exam-data/NETEMVocabulary
melt,,融化、溶解,,40,2420,,exam-data/NETEMVocabulary
caution,,谨慎、警告,,40,2421,,exam-data/NETEMVocabulary
transmit,,传送、发射,,40,2422,,exam-data/NETEMVocabulary
automatic,,自动的,,40,2423,,exam-data/NETEMVocabulary
globe,,球体、地球,,40,2424,,exam-data/NETEMVocabulary
division,,分开、部门,,40,2425,,exam-data/NETEMVocabulary
proceed,,继续进行,,40,2426,,exam-data/NETEMVocabulary
compel,,迫使,,40,2427,,exam-data/NETEMVocabulary
primitive,,原始的、简单的,,40,2428,,exam-data/NETEMVocabulary
steady,,稳定的,,40,2429,,exam-data/NETEMVocabulary
territory,,领土、领域,,40,2430,,exam-data/NETEMVocabulary
gallery,,画廊、长廊,,40,2431,,exam-data/NETEMVocabulary
lower,,较低的、下级的,,40,2432,,exam-data/NETEMVocabulary
maintenance,,维护,,40,2433,,exam-data/NETEMVocabulary
corner,,角落,,40,2434,,exam-data/NETEMVocabulary
pop,,流行的、突然出现,,40,2435,,exam-data/NETEMVocabulary
somewhere,,在某处,,40,2436,,exam-data/NETEMVocabulary
accuse,,控告,,40,2437,,exam-data/NETEMVocabulary
neutral,,中立的、中性的,,40,2438,,exam-data/NETEMVocabulary
renew,,更新、补充,,40,2439,,exam-data/NETEMVocabulary
fifteen,,十五,,40,2440,,exam-data/NETEMVocabulary
harvest,,收获,,40,2441,,exam-data/NETEMVocabulary
mouse,,鼠,,40,2442,,exam-data/NETEMVocabulary
fox,,狐狸,,40,2443,,exam-data/NETEMVocabulary
liquid,,液体,,40,2444,,exam-data/NETEMVocabulary
